จังหวัด,อำเภอ,ตำบล,อาการ,ช่วงเวลา,จำนวนปฏิบัติการ
พิจิตร,โพธิ์ประทับช้าง,ดงเสือเหลือง,บาดเจ็บ,01:00 - 01:59,1
พิจิตร,โพธิ์ประทับช้าง,ดงเสือเหลือง,บาดเจ็บ,02:00 - 02:59,1
พิจิตร,โพธิ์ประทับช้าง,เนินสว่าง,บาดเจ็บ,14:00 - 14:59,1
พิจิตร,โพธิ์ประทับช้าง,โพธิ์ประทับช้าง,บาดเจ็บ,10:00 - 10:59,1
พิจิตร,โพธิ์ประทับช้าง,ไผ่ท่าโพ,บาดเจ็บ,19:00 - 19:59,1
พิจิตร,โพธิ์ประทับช้าง,ไผ่รอบ,บาดเจ็บ,07:00 - 07:59,1
พิษณุโลก,ชาติตระการ,ชาติตระการ,บาดเจ็บ,14:00 - 14:59,1
พิษณุโลก,ชาติตระการ,ท่าสะแก,บาดเจ็บ,19:00 - 19:59,2
พิษณุโลก,ชาติตระการ,บ้านดง,บาดเจ็บ,09:00 - 09:59,2
พิษณุโลก,ชาติตระการ,บ้านดง,บาดเจ็บ,10:00 - 10:59,1
พิษณุโลก,นครไทย,นครไทย,บาดเจ็บ,14:00 - 14:59,2
พิษณุโลก,นครไทย,นาบัว,บาดเจ็บ,15:00 - 15:59,1
พิษณุโลก,นครไทย,บ้านแยง,บาดเจ็บ,08:00 - 08:59,1
พิษณุโลก,นครไทย,บ้านแยง,บาดเจ็บ,13:00 - 13:59,1
พิษณุโลก,นครไทย,หนองกะท้าว,บาดเจ็บ,00:00 - 00:59,1
พิษณุโลก,นครไทย,หนองกะท้าว,บาดเจ็บ,16:00 - 16:59,1
พิษณุโลก,นครไทย,หนองกะท้าว,บาดเจ็บ,18:00 - 18:59,2
พิษณุโลก,นครไทย,ห้วยเฮี้ย,บาดเจ็บ,08:00 - 08:59,1
พิษณุโลก,นครไทย,ห้วยเฮี้ย,บาดเจ็บ,18:00 - 18:59,1
พิษณุโลก,นครไทย,เนินเพิ่ม,บาดเจ็บ,13:00 - 13:59,2
พิษณุโลก,นครไทย,เนินเพิ่ม,บาดเจ็บ,22:00 - 22:59,1
พิษณุโลก,บางกระทุ่ม,ท่าตาล,บาดเจ็บ,01:00 - 01:59,2
พิษณุโลก,บางกระทุ่ม,บางกระทุ่ม,บาดเจ็บ,07:00 - 07:59,1
พิษณุโลก,บางกระทุ่ม,บางกระทุ่ม,บาดเจ็บ,11:00 - 11:59,2
พิษณุโลก,บางกระทุ่ม,บ้านไร่,บาดเจ็บ,10:00 - 10:59,1
พิษณุโลก,บางกระทุ่ม,ไผ่ล้อม,บาดเจ็บ,17:00 - 17:59,1
พิษณุโลก,บางระกำ,คุยม่วง,บาดเจ็บ,16:00 - 16:59,1
พิษณุโลก,บางระกำ,ท่านางงาม,บาดเจ็บ,15:00 - 15:59,1
พิษณุโลก,บางระกำ,บางระกำ,บาดเจ็บ,16:00 - 16:59,1
พิษณุโลก,บางระกำ,ปลักแรด,บาดเจ็บ,19:00 - 19:59,1
พิษณุโลก,บางระกำ,พันเสา,บาดเจ็บ,15:00 - 15:59,2
พิษณุโลก,พรหมพิราม,ดงประคำ,บาดเจ็บ,03:00 - 03:59,2
พิษณุโลก,พรหมพิราม,ทับยายเชียง,บาดเจ็บ,02:00 - 02:59,1
พิษณุโลก,พรหมพิราม,ทับยายเชียง,บาดเจ็บ,05:00 - 05:59,1
พิษณุโลก,พรหมพิราม,ทับยายเชียง,บาดเจ็บ,09:00 - 09:59,1
พิษณุโลก,พรหมพิราม,พรหมพิราม,บาดเจ็บ,17:00 - 17:59,1
พิษณุโลก,พรหมพิราม,พรหมพิราม,บาดเจ็บ,20:00 - 20:59,1
พิษณุโลก,พรหมพิราม,มะต้อง,บาดเจ็บ,16:00 - 16:59,1
พิษณุโลก,พรหมพิราม,วงฆ้อง,บาดเจ็บ,13:00 - 13:59,1
พิษณุโลก,พรหมพิราม,วงฆ้อง,บาดเจ็บ,22:00 - 22:59,1
พิษณุโลก,วังทอง,ชัยนาม,บาดเจ็บ,23:00 - 23:59,1
พิษณุโลก,วังทอง,ดินทอง,บาดเจ็บ,04:00 - 04:59,1
พิษณุโลก,วังทอง,ดินทอง,บาดเจ็บ,09:00 - 09:59,1
พิษณุโลก,วังทอง,บ้านกลาง,บาดเจ็บ,02:00 - 02:59,1
พิษณุโลก,วังทอง,วังทอง,บาดเจ็บ,02:00 - 02:59,1
พิษณุโลก,วังทอง,วังทอง,บาดเจ็บ,06:00 - 06:59,1
พิษณุโลก,วังทอง,วังทอง,บาดเจ็บ,16:00 - 16:59,2
พิษณุโลก,วังทอง,วังทอง,บาดเจ็บ,17:00 - 17:59,1
พิษณุโลก,วังทอง,วังทอง,บาดเจ็บ,18:00 - 18:59,2
พิษณุโลก,วังทอง,วังทอง,บาดเจ็บ,19:00 - 19:59,1
พิษณุโลก,วังทอง,วังนกแอ่น,บาดเจ็บ,01:00 - 01:59,1
พิษณุโลก,วังทอง,วังพิกุล,บาดเจ็บ,15:00 - 15:59,1
พิษณุโลก,วังทอง,หนองพระ,บาดเจ็บ,08:00 - 08:59,1
พิษณุโลก,วังทอง,แก่งโสภา,บาดเจ็บ,07:00 - 07:59,1
พิษณุโลก,วังทอง,แก่งโสภา,บาดเจ็บ,21:00 - 21:59,1
พิษณุโลก,วังทอง,แก่งโสภา,บาดเจ็บ,22:00 - 22:59,1
พิษณุโลก,วังทอง,แม่ระกา,บาดเจ็บ,06:00 - 06:59,1
พิษณุโลก,วังทอง,แม่ระกา,บาดเจ็บ,19:00 - 19:59,1
พิษณุโลก,วัดโบสถ์,ท้อแท้,บาดเจ็บ,01:00 - 01:59,1
พิษณุโลก,วัดโบสถ์,วัดโบสถ์,บาดเจ็บ,22:00 - 22:59,1
พิษณุโลก,เนินมะปราง,ชมพู,บาดเจ็บ,02:00 - 02:59,1
พิษณุโลก,เนินมะปราง,ชมพู,บาดเจ็บ,12:00 - 12:59,1
พิษณุโลก,เนินมะปราง,ชมพู,บาดเจ็บ,13:00 - 13:59,2
พิษณุโลก,เนินมะปราง,ชมพู,บาดเจ็บ,17:00 - 17:59,2
พิษณุโลก,เนินมะปราง,ชมพู,เสียชีวิต,03:00 - 03:59,1
พิษณุโลก,เนินมะปราง,บ้านน้อยซุ้มขี้เหล็ก,บาดเจ็บ,16:00 - 16:59,1
พิษณุโลก,เนินมะปราง,บ้านมุง,บาดเจ็บ,14:00 - 14:59,2
พิษณุโลก,เนินมะปราง,วังยาง,บาดเจ็บ,15:00 - 15:59,1
พิษณุโลก,เนินมะปราง,ไทรย้อย,บาดเจ็บ,10:00 - 10:59,1
พิษณุโลก,เมืองพิษณุโลก,จอมทอง,บาดเจ็บ,20:00 - 20:59,1
พิษณุโลก,เมืองพิษณุโลก,ดอนทอง,บาดเจ็บ,01:00 - 01:59,1
พิษณุโลก,เมืองพิษณุโลก,ดอนทอง,บาดเจ็บ,07:00 - 07:59,1
พิษณุโลก,เมืองพิษณุโลก,ดอนทอง,บาดเจ็บ,13:00 - 13:59,1
พิษณุโลก,เมืองพิษณุโลก,ดอนทอง,บาดเจ็บ,18:00 - 18:59,1
พิษณุโลก,เมืองพิษณุโลก,ท่าทอง,บาดเจ็บ,09:00 - 09:59,1
พิษณุโลก,เมืองพิษณุโลก,ท่าโพธิ์,บาดเจ็บ,08:00 - 08:59,1
พิษณุโลก,เมืองพิษณุโลก,ท่าโพธิ์,บาดเจ็บ,14:00 - 14:59,1
พิษณุโลก,เมืองพิษณุโลก,ท่าโพธิ์,บาดเจ็บ,17:00 - 17:59,2
พิษณุโลก,เมืองพิษณุโลก,บึงพระ,บาดเจ็บ,08:00 - 08:59,1
พิษณุโลก,เมืองพิษณุโลก,บึงพระ,บาดเจ็บ,12:00 - 12:59,1
พิษณุโลก,เมืองพิษณุโลก,บึงพระ,บาดเจ็บ,18:00 - 18:59,1
พิษณุโลก,เมืองพิษณุโลก,บ้านกร่าง,บาดเจ็บ,08:00 - 08:59,1
พิษณุโลก,เมืองพิษณุโลก,บ้านกร่าง,บาดเจ็บ,15:00 - 15:59,2
พิษณุโลก,เมืองพิษณุโลก,บ้านกร่าง,บาดเจ็บ,16:00 - 16:59,1
พิษณุโลก,เมืองพิษณุโลก,บ้านกร่าง,บาดเจ็บ,17:00 - 17:59,1
พิษณุโลก,เมืองพิษณุโลก,บ้านกร่าง,บาดเจ็บ,21:00 - 21:59,1
พิษณุโลก,เมืองพิษณุโลก,บ้านคลอง,บาดเจ็บ,07:00 - 07:59,1
พิษณุโลก,เมืองพิษณุโลก,บ้านคลอง,บาดเจ็บ,12:00 - 12:59,1
พิษณุโลก,เมืองพิษณุโลก,บ้านคลอง,บาดเจ็บ,16:00 - 16:59,1
พิษณุโลก,เมืองพิษณุโลก,บ้านป่า,บาดเจ็บ,09:00 - 09:59,1
พิษณุโลก,เมืองพิษณุโลก,บ้านป่า,บาดเจ็บ,11:00 - 11:59,1
พิษณุโลก,เมืองพิษณุโลก,บ้านป่า,บาดเจ็บ,18:00 - 18:59,1
พิษณุโลก,เมืองพิษณุโลก,ปากโทก,บาดเจ็บ,17:00 - 17:59,1
พิษณุโลก,เมืองพิษณุโลก,พลายชุมพล,บาดเจ็บ,09:00 - 09:59,3
พิษณุโลก,เมืองพิษณุโลก,พลายชุมพล,บาดเจ็บ,20:00 - 20:59,1
พิษณุโลก,เมืองพิษณุโลก,มะขามสูง,บาดเจ็บ,08:00 - 08:59,1
พิษณุโลก,เมืองพิษณุโลก,วังน้ำคู้,บาดเจ็บ,09:00 - 09:59,1
พิษณุโลก,เมืองพิษณุโลก,สมอแข,บาดเจ็บ,15:00 - 15:59,1
พิษณุโลก,เมืองพิษณุโลก,สมอแข,บาดเจ็บ,20:00 - 20:59,1
พิษณุโลก,เมืองพิษณุโลก,สมอแข,บาดเจ็บ,22:00 - 22:59,1
พิษณุโลก,เมืองพิษณุโลก,หัวรอ,บาดเจ็บ,00:00 - 00:59,1
พิษณุโลก,เมืองพิษณุโลก,หัวรอ,บาดเจ็บ,09:00 - 09:59,2
พิษณุโลก,เมืองพิษณุโลก,หัวรอ,บาดเจ็บ,10:00 - 10:59,2
พิษณุโลก,เมืองพิษณุโลก,หัวรอ,บาดเจ็บ,13:00 - 13:59,1
พิษณุโลก,เมืองพิษณุโลก,หัวรอ,บาดเจ็บ,16:00 - 16:59,1
พิษณุโลก,เมืองพิษณุโลก,หัวรอ,บาดเจ็บ,18:00 - 18:59,1
พิษณุโลก,เมืองพิษณุโลก,อรัญญิก,บาดเจ็บ,06:00 - 06:59,1
พิษณุโลก,เมืองพิษณุโลก,อรัญญิก,บาดเจ็บ,12:00 - 12:59,1
พิษณุโลก,เมืองพิษณุโลก,ในเมือง,บาดเจ็บ,02:00 - 02:59,2
พิษณุโลก,เมืองพิษณุโลก,ในเมือง,บาดเจ็บ,03:00 - 03:59,2
พิษณุโลก,เมืองพิษณุโลก,ในเมือง,บาดเจ็บ,06:00 - 06:59,1
พิษณุโลก,เมืองพิษณุโลก,ในเมือง,บาดเจ็บ,08:00 - 08:59,2
พิษณุโลก,เมืองพิษณุโลก,ในเมือง,บาดเจ็บ,09:00 - 09:59,2
พิษณุโลก,เมืองพิษณุโลก,ในเมือง,บาดเจ็บ,10:00 - 10:59,2
พิษณุโลก,เมืองพิษณุโลก,ในเมือง,บาดเจ็บ,11:00 - 11:59,1
พิษณุโลก,เมืองพิษณุโลก,ในเมือง,บาดเจ็บ,13:00 - 13:59,1
พิษณุโลก,เมืองพิษณุโลก,ในเมือง,บาดเจ็บ,14:00 - 14:59,2
พิษณุโลก,เมืองพิษณุโลก,ในเมือง,บาดเจ็บ,15:00 - 15:59,2
พิษณุโลก,เมืองพิษณุโลก,ในเมือง,บาดเจ็บ,16:00 - 16:59,1
พิษณุโลก,เมืองพิษณุโลก,ในเมือง,บาดเจ็บ,17:00 - 17:59,2
พิษณุโลก,เมืองพิษณุโลก,ในเมือง,บาดเจ็บ,19:00 - 19:59,1
พิษณุโลก,เมืองพิษณุโลก,ในเมือง,บาดเจ็บ,20:00 - 20:59,2
พิษณุโลก,เมืองพิษณุโลก,ในเมือง,บาดเจ็บ,21:00 - 21:59,1
พิษณุโลก,เมืองพิษณุโลก,ในเมือง,บาดเจ็บ,23:00 - 23:59,1
พิษณุโลก,เมืองพิษณุโลก,ไผ่ขอดอน,บาดเจ็บ,02:00 - 02:59,1
ภูเก็ต,กะทู้,กมลา,บาดเจ็บ,02:00 - 02:59,1
ภูเก็ต,กะทู้,กมลา,บาดเจ็บ,09:00 - 09:59,2
ภูเก็ต,กะทู้,กมลา,บาดเจ็บ,16:00 - 16:59,1
ภูเก็ต,กะทู้,กมลา,บาดเจ็บ,17:00 - 17:59,2
ภูเก็ต,กะทู้,กมลา,บาดเจ็บ,22:00 - 22:59,2
ภูเก็ต,กะทู้,กมลา,บาดเจ็บ,23:00 - 23:59,1
ภูเก็ต,กะทู้,กะทู้,บาดเจ็บ,00:00 - 00:59,2
ภูเก็ต,กะทู้,กะทู้,บาดเจ็บ,02:00 - 02:59,1
ภูเก็ต,กะทู้,กะทู้,บาดเจ็บ,04:00 - 04:59,1
ภูเก็ต,กะทู้,กะทู้,บาดเจ็บ,05:00 - 05:59,1
ภูเก็ต,กะทู้,กะทู้,บาดเจ็บ,07:00 - 07:59,2
ภูเก็ต,กะทู้,กะทู้,บาดเจ็บ,09:00 - 09:59,1
ภูเก็ต,กะทู้,กะทู้,บาดเจ็บ,10:00 - 10:59,1
ภูเก็ต,กะทู้,กะทู้,บาดเจ็บ,11:00 - 11:59,2
ภูเก็ต,กะทู้,กะทู้,บาดเจ็บ,14:00 - 14:59,1
ภูเก็ต,กะทู้,กะทู้,บาดเจ็บ,16:00 - 16:59,2
ภูเก็ต,กะทู้,กะทู้,บาดเจ็บ,17:00 - 17:59,1
ภูเก็ต,กะทู้,กะทู้,บาดเจ็บ,20:00 - 20:59,3
ภูเก็ต,กะทู้,กะทู้,บาดเจ็บ,22:00 - 22:59,2
ภูเก็ต,กะทู้,กะทู้,บาดเจ็บ,23:00 - 23:59,1
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,00:00 - 00:59,1
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,01:00 - 01:59,1
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,02:00 - 02:59,2
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,03:00 - 03:59,1
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,04:00 - 04:59,4
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,05:00 - 05:59,3
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,06:00 - 06:59,1
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,08:00 - 08:59,2
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,10:00 - 10:59,1
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,11:00 - 11:59,1
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,12:00 - 12:59,1
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,13:00 - 13:59,1
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,14:00 - 14:59,3
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,15:00 - 15:59,2
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,16:00 - 16:59,2
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,17:00 - 17:59,3
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,18:00 - 18:59,1
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,19:00 - 19:59,2
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,20:00 - 20:59,2
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,21:00 - 21:59,2
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,22:00 - 22:59,4
ภูเก็ต,กะทู้,ป่าตอง,บาดเจ็บ,23:00 - 23:59,1
ภูเก็ต,ถลาง,ป่าคลอก,บาดเจ็บ,08:00 - 08:59,1
ภูเก็ต,ถลาง,ป่าคลอก,บาดเจ็บ,11:00 - 11:59,1
ภูเก็ต,ถลาง,ป่าคลอก,บาดเจ็บ,12:00 - 12:59,1
ภูเก็ต,ถลาง,ป่าคลอก,บาดเจ็บ,13:00 - 13:59,3
ภูเก็ต,ถลาง,ป่าคลอก,บาดเจ็บ,20:00 - 20:59,1
ภูเก็ต,ถลาง,ป่าคลอก,บาดเจ็บ,21:00 - 21:59,1
ภูเก็ต,ถลาง,ศรีสุนทร,บาดเจ็บ,01:00 - 01:59,2
ภูเก็ต,ถลาง,ศรีสุนทร,บาดเจ็บ,02:00 - 02:59,1
ภูเก็ต,ถลาง,ศรีสุนทร,บาดเจ็บ,07:00 - 07:59,2
ภูเก็ต,ถลาง,ศรีสุนทร,บาดเจ็บ,09:00 - 09:59,2
ภูเก็ต,ถลาง,ศรีสุนทร,บาดเจ็บ,10:00 - 10:59,2
ภูเก็ต,ถลาง,ศรีสุนทร,บาดเจ็บ,15:00 - 15:59,1
ภูเก็ต,ถลาง,ศรีสุนทร,บาดเจ็บ,16:00 - 16:59,3
ภูเก็ต,ถลาง,ศรีสุนทร,บาดเจ็บ,17:00 - 17:59,5
ภูเก็ต,ถลาง,ศรีสุนทร,บาดเจ็บ,21:00 - 21:59,3
ภูเก็ต,ถลาง,ศรีสุนทร,บาดเจ็บ,22:00 - 22:59,2
ภูเก็ต,ถลาง,ศรีสุนทร,บาดเจ็บ,23:00 - 23:59,2
ภูเก็ต,ถลาง,สาคู,บาดเจ็บ,04:00 - 04:59,1
ภูเก็ต,ถลาง,สาคู,บาดเจ็บ,10:00 - 10:59,2
ภูเก็ต,ถลาง,สาคู,บาดเจ็บ,11:00 - 11:59,1
ภูเก็ต,ถลาง,สาคู,บาดเจ็บ,14:00 - 14:59,1
ภูเก็ต,ถลาง,สาคู,บาดเจ็บ,15:00 - 15:59,1
ภูเก็ต,ถลาง,สาคู,บาดเจ็บ,17:00 - 17:59,1
ภูเก็ต,ถลาง,สาคู,บาดเจ็บ,18:00 - 18:59,1
ภูเก็ต,ถลาง,สาคู,บาดเจ็บ,19:00 - 19:59,1
ภูเก็ต,ถลาง,สาคู,บาดเจ็บ,20:00 - 20:59,1
ภูเก็ต,ถลาง,เชิงทะเล,บาดเจ็บ,01:00 - 01:59,2
ภูเก็ต,ถลาง,เชิงทะเล,บาดเจ็บ,07:00 - 07:59,1
ภูเก็ต,ถลาง,เชิงทะเล,บาดเจ็บ,08:00 - 08:59,3
ภูเก็ต,ถลาง,เชิงทะเล,บาดเจ็บ,10:00 - 10:59,1
ภูเก็ต,ถลาง,เชิงทะเล,บาดเจ็บ,11:00 - 11:59,3
ภูเก็ต,ถลาง,เชิงทะเล,บาดเจ็บ,12:00 - 12:59,1
ภูเก็ต,ถลาง,เชิงทะเล,บาดเจ็บ,13:00 - 13:59,3
ภูเก็ต,ถลาง,เชิงทะเล,บาดเจ็บ,14:00 - 14:59,3
ภูเก็ต,ถลาง,เชิงทะเล,บาดเจ็บ,15:00 - 15:59,1
ภูเก็ต,ถลาง,เชิงทะเล,บาดเจ็บ,16:00 - 16:59,1
ภูเก็ต,ถลาง,เชิงทะเล,บาดเจ็บ,17:00 - 17:59,1
ภูเก็ต,ถลาง,เชิงทะเล,บาดเจ็บ,18:00 - 18:59,5
ภูเก็ต,ถลาง,เชิงทะเล,บาดเจ็บ,19:00 - 19:59,1
ภูเก็ต,ถลาง,เชิงทะเล,บาดเจ็บ,21:00 - 21:59,1
ภูเก็ต,ถลาง,เชิงทะเล,บาดเจ็บ,23:00 - 23:59,2
ภูเก็ต,ถลาง,เทพกระษัตรี,บาดเจ็บ,05:00 - 05:59,1
ภูเก็ต,ถลาง,เทพกระษัตรี,บาดเจ็บ,06:00 - 06:59,2
ภูเก็ต,ถลาง,เทพกระษัตรี,บาดเจ็บ,08:00 - 08:59,1
ภูเก็ต,ถลาง,เทพกระษัตรี,บาดเจ็บ,13:00 - 13:59,1
ภูเก็ต,ถลาง,เทพกระษัตรี,บาดเจ็บ,16:00 - 16:59,1
ภูเก็ต,ถลาง,เทพกระษัตรี,บาดเจ็บ,17:00 - 17:59,2
ภูเก็ต,ถลาง,เทพกระษัตรี,บาดเจ็บ,18:00 - 18:59,1
ภูเก็ต,ถลาง,ไม้ขาว,บาดเจ็บ,00:00 - 00:59,4
ภูเก็ต,ถลาง,ไม้ขาว,บาดเจ็บ,06:00 - 06:59,1
ภูเก็ต,ถลาง,ไม้ขาว,บาดเจ็บ,10:00 - 10:59,1
ภูเก็ต,ถลาง,ไม้ขาว,บาดเจ็บ,12:00 - 12:59,1
ภูเก็ต,ถลาง,ไม้ขาว,บาดเจ็บ,13:00 - 13:59,1
ภูเก็ต,ถลาง,ไม้ขาว,บาดเจ็บ,14:00 - 14:59,4
ภูเก็ต,ถลาง,ไม้ขาว,บาดเจ็บ,16:00 - 16:59,1
ภูเก็ต,ถลาง,ไม้ขาว,บาดเจ็บ,18:00 - 18:59,1
ภูเก็ต,ถลาง,ไม้ขาว,บาดเจ็บ,19:00 - 19:59,1
ภูเก็ต,ถลาง,ไม้ขาว,บาดเจ็บ,20:00 - 20:59,3
ภูเก็ต,ถลาง,ไม้ขาว,บาดเจ็บ,22:00 - 22:59,1
ภูเก็ต,เมืองภูเก็ต,กะรน,บาดเจ็บ,01:00 - 01:59,1
ภูเก็ต,เมืองภูเก็ต,กะรน,บาดเจ็บ,02:00 - 02:59,2
ภูเก็ต,เมืองภูเก็ต,กะรน,บาดเจ็บ,04:00 - 04:59,1
ภูเก็ต,เมืองภูเก็ต,กะรน,บาดเจ็บ,07:00 - 07:59,1
ภูเก็ต,เมืองภูเก็ต,กะรน,บาดเจ็บ,08:00 - 08:59,2
ภูเก็ต,เมืองภูเก็ต,กะรน,บาดเจ็บ,10:00 - 10:59,1
ภูเก็ต,เมืองภูเก็ต,กะรน,บาดเจ็บ,11:00 - 11:59,1
ภูเก็ต,เมืองภูเก็ต,กะรน,บาดเจ็บ,12:00 - 12:59,1
ภูเก็ต,เมืองภูเก็ต,กะรน,บาดเจ็บ,13:00 - 13:59,2
ภูเก็ต,เมืองภูเก็ต,กะรน,บาดเจ็บ,15:00 - 15:59,1
ภูเก็ต,เมืองภูเก็ต,กะรน,บาดเจ็บ,16:00 - 16:59,1
ภูเก็ต,เมืองภูเก็ต,กะรน,บาดเจ็บ,18:00 - 18:59,1
ภูเก็ต,เมืองภูเก็ต,กะรน,บาดเจ็บ,19:00 - 19:59,3
ภูเก็ต,เมืองภูเก็ต,กะรน,บาดเจ็บ,20:00 - 20:59,2
ภูเก็ต,เมืองภูเก็ต,กะรน,บาดเจ็บ,21:00 - 21:59,2
ภูเก็ต,เมืองภูเก็ต,กะรน,บาดเจ็บ,22:00 - 22:59,1
ภูเก็ต,เมืองภูเก็ต,ฉลอง,บาดเจ็บ,00:00 - 00:59,1
ภูเก็ต,เมืองภูเก็ต,ฉลอง,บาดเจ็บ,01:00 - 01:59,1
ภูเก็ต,เมืองภูเก็ต,ฉลอง,บาดเจ็บ,02:00 - 02:59,4
ภูเก็ต,เมืองภูเก็ต,ฉลอง,บาดเจ็บ,03:00 - 03:59,3
ภูเก็ต,เมืองภูเก็ต,ฉลอง,บาดเจ็บ,07:00 - 07:59,2
ภูเก็ต,เมืองภูเก็ต,ฉลอง,บาดเจ็บ,09:00 - 09:59,2
ภูเก็ต,เมืองภูเก็ต,ฉลอง,บาดเจ็บ,10:00 - 10:59,4
ภูเก็ต,เมืองภูเก็ต,ฉลอง,บาดเจ็บ,12:00 - 12:59,1
ภูเก็ต,เมืองภูเก็ต,ฉลอง,บาดเจ็บ,13:00 - 13:59,2
ภูเก็ต,เมืองภูเก็ต,ฉลอง,บาดเจ็บ,14:00 - 14:59,1
ภูเก็ต,เมืองภูเก็ต,ฉลอง,บาดเจ็บ,15:00 - 15:59,1
ภูเก็ต,เมืองภูเก็ต,ฉลอง,บาดเจ็บ,18:00 - 18:59,1
ภูเก็ต,เมืองภูเก็ต,ฉลอง,บาดเจ็บ,19:00 - 19:59,1
ภูเก็ต,เมืองภูเก็ต,ฉลอง,บาดเจ็บ,21:00 - 21:59,1
ภูเก็ต,เมืองภูเก็ต,ฉลอง,บาดเจ็บ,22:00 - 22:59,1
ภูเก็ต,เมืองภูเก็ต,ฉลอง,บาดเจ็บ,23:00 - 23:59,1
ภูเก็ต,เมืองภูเก็ต,ตลาดเหนือ,บาดเจ็บ,02:00 - 02:59,1
ภูเก็ต,เมืองภูเก็ต,ตลาดเหนือ,บาดเจ็บ,05:00 - 05:59,1
ภูเก็ต,เมืองภูเก็ต,ตลาดเหนือ,บาดเจ็บ,19:00 - 19:59,3
ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,บาดเจ็บ,03:00 - 03:59,1
ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,บาดเจ็บ,04:00 - 04:59,1
ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,บาดเจ็บ,08:00 - 08:59,1
ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,บาดเจ็บ,09:00 - 09:59,3
ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,บาดเจ็บ,10:00 - 10:59,1
ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,บาดเจ็บ,13:00 - 13:59,1
ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,บาดเจ็บ,14:00 - 14:59,1
ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,บาดเจ็บ,15:00 - 15:59,1
ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,บาดเจ็บ,17:00 - 17:59,1
ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,บาดเจ็บ,20:00 - 20:59,1
ภูเก็ต,เมืองภูเก็ต,รัษฎา,บาดเจ็บ,01:00 - 01:59,3
ภูเก็ต,เมืองภูเก็ต,รัษฎา,บาดเจ็บ,02:00 - 02:59,1
ภูเก็ต,เมืองภูเก็ต,รัษฎา,บาดเจ็บ,05:00 - 05:59,1
ภูเก็ต,เมืองภูเก็ต,รัษฎา,บาดเจ็บ,06:00 - 06:59,1
ภูเก็ต,เมืองภูเก็ต,รัษฎา,บาดเจ็บ,08:00 - 08:59,1
ภูเก็ต,เมืองภูเก็ต,รัษฎา,บาดเจ็บ,09:00 - 09:59,2
ภูเก็ต,เมืองภูเก็ต,รัษฎา,บาดเจ็บ,10:00 - 10:59,1
ภูเก็ต,เมืองภูเก็ต,รัษฎา,บาดเจ็บ,11:00 - 11:59,2
ภูเก็ต,เมืองภูเก็ต,รัษฎา,บาดเจ็บ,12:00 - 12:59,2
ภูเก็ต,เมืองภูเก็ต,รัษฎา,บาดเจ็บ,13:00 - 13:59,1
ภูเก็ต,เมืองภูเก็ต,รัษฎา,บาดเจ็บ,14:00 - 14:59,3
ภูเก็ต,เมืองภูเก็ต,รัษฎา,บาดเจ็บ,16:00 - 16:59,1
ภูเก็ต,เมืองภูเก็ต,รัษฎา,บาดเจ็บ,17:00 - 17:59,1
ภูเก็ต,เมืองภูเก็ต,รัษฎา,บาดเจ็บ,18:00 - 18:59,1
ภูเก็ต,เมืองภูเก็ต,รัษฎา,บาดเจ็บ,20:00 - 20:59,2
ภูเก็ต,เมืองภูเก็ต,รัษฎา,บาดเจ็บ,21:00 - 21:59,1
ภูเก็ต,เมืองภูเก็ต,รัษฎา,บาดเจ็บ,22:00 - 22:59,2
ภูเก็ต,เมืองภูเก็ต,ราไวย์,บาดเจ็บ,02:00 - 02:59,2
